C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\PIASTRA ATT RIDUTTORE 1PZ SP10.DXF;-;-;Piastra att riduttore 1pz sp10;4;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\RAPEZZO CARTER.DXF;-;-;Rapezzo carter;5;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\RONDELA FERMO CUSCINETO RUOTA 2PZ SP2.DXF;-;-;Rondela fermo cuscineto ruota 2pz sp2;6;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\RONDELLA FERMO CUSCINETO RUOTA 2PZ SP2.DXF;-;-;Rondella fermo cuscineto ruota 2pz sp2;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\SOST RIDUTTORE ALA ESTERNA 1PZ SP8.DXF;-;-;Sost riduttore ala esterna 1pz sp8;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\SOST RIDUTTORE ALA INTERNA 1PZ SP8.DXF;-;-;Sost riduttore ala interna 1pz sp8;2;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\SUPP PIASTRA RID  LATO ESTERNO 1PZ SP8.DXF;-;-;Supp piastra rid  lato esterno 1pz sp8;1;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\SUPP PIASTRA RID  LATO INTERNO 1PZ SP8.DXF;-;-;Supp piastra rid  lato interno 1pz sp8;2;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\SVILUPPO ATT RUOTA 2PZ SP8.DXF;-;-;Sviluppo att ruota 2pz sp8;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\TAPPO PER TAPPO PICCOLO 1 PZ SP4.DXF;-;-;Tappo per tappo piccolo 1 pz sp4;2;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\TAPPO SOPRA GRANDE 1PZ SP4.DXF;-;-;tappo sopra grande 1pz sp4;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\TAPPO SOPRA PICCOLO 1PZ SP4.DXF;-;-;tappo sopra piccolo 1pz sp4;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\TAPPO SOPRA PICCOLO DIETRO 1PZ SP2.DXF;-;-;tappo sopra piccolo dietro 1pz sp2;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\TRAVERSA 2PZ SP3.DXF;-;-;Traversa 2pz sp3;3;1;-
C:\EASYCUTNESTING BETA\CNCEXAMPLE\EXAMPLEDXF\PUP TAGLIAERBA\TOTALE\TRAVERSA SUPORTO 1PZ SP3.DXF;-;-;Traversa suporto 1pz sp3;3;1;-
